url,transferSize,decodedBodySize,resourceCount,scriptCount,imageCount,divCount,Runtime,RAPL package-0 (J),RAPL package-0-core (J),RAPL package-0-uncore (J),INA system energy (J)
regiostedendriehoek.nl,26038,142780,36,25,23,208,5.62091,12.693124,6.439211,0.000122,26.647072
regiostedendriehoek.nl,26038,142780,36,25,23,208,5.5036516,11.466103,5.299507,0,23.318882
regiostedendriehoek.nl,26038,142780,36,25,23,208,5.4499307,10.711502,5.1974306,0,21.454863
regiostedendriehoek.nl,26038,142780,36,25,23,208,5.4596167,10.348036,5.157484,0.000123,20.742846
regiostedendriehoek.nl,26038,142780,36,25,23,208,5.5353656,10.920943,5.3146095,0,21.238605
wdodelta.nl,37173,206121,49,25,9,120,4.3245254,2.1682832,0.8976293,0,5.428545
wdodelta.nl,37173,206121,49,25,9,120,4.305427,2.0947008,1.0164738,0,4.7893877
wdodelta.nl,37173,206121,49,25,9,120,4.342775,2.0560288,0.99836254,0.000122,4.632351
wdodelta.nl,37173,206121,49,25,9,120,4.328512,1.8519554,0.9999763,0,3.8559532
wdodelta.nl,37173,206121,49,25,9,120,4.261541,2.020548,1.058382,0,4.0879745
enkhuizen.nl,19018,94064,51,20,13,301,5.2827444,3.094103,1.3897064,0,7.8155537
enkhuizen.nl,19018,94064,51,20,13,301,5.0632925,2.382413,1.029736,0,5.3085413
enkhuizen.nl,19018,94064,51,20,13,301,5.0961523,2.0526392,0.97150487,0.000244,4.5378647
enkhuizen.nl,19018,94064,51,20,13,301,5.259671,2.131338,0.9998305,0,4.1864576
enkhuizen.nl,19018,94064,51,20,13,301,5.0675316,3.0444505,1.285356,0.000183,6.7978106
razu.nl,135341,135041,55,45,8,221,5.0565,5.816117,2.4555552,0,11.513234
razu.nl,135341,135041,55,45,8,221,5.053665,4.6404324,2.0509322,0.000061,9.270411
razu.nl,135341,135041,55,45,8,221,4.9929643,4.8366194,2.1747007,0,9.424059
razu.nl,135341,135041,55,45,8,221,5.0255055,4.8836803,2.1903207,0.000183,9.529189
razu.nl,135341,135041,55,45,8,221,4.6014686,4.584973,2.1081789,0,9.165032
vdgdrenthe.nl,16052,70075,52,41,18,102,5.2751827,6.2584877,3.6798015,0,13.834694
vdgdrenthe.nl,16052,70075,52,41,18,102,5.3942537,5.9454355,3.4577823,0.000122,12.720796
vdgdrenthe.nl,16052,70075,52,41,18,102,5.309841,5.541296,3.3897924,0,12.371964
vdgdrenthe.nl,16052,70075,52,41,18,102,5.17074,5.8745184,3.4595284,0.000061,12.536564
vdgdrenthe.nl,16052,70075,52,41,18,102,5.170089,6.341822,3.5250175,0,13.288213
nieuwreijerwaard.eu,44551,146723,67,51,18,96,5.9410014,10.502836,5.313927,0.000122,20.149342
nieuwreijerwaard.eu,44551,146723,67,51,18,96,5.3541436,6.6353397,3.6575587,0,13.384824
nieuwreijerwaard.eu,44551,146723,67,51,18,96,5.432579,6.721673,3.6029432,0.000062,13.873784
nieuwreijerwaard.eu,44551,146723,67,51,18,96,5.3392415,6.3459535,3.5158582,0,12.7350445
nieuwreijerwaard.eu,44551,146723,67,51,18,96,5.4489694,7.10356,3.7515068,0.000122,14.832296
rijksdienstcn.com,55535,264314,35,59,18,98,4.13486,3.7200034,1.37941,0,6.721135
rijksdienstcn.com,55535,264314,35,59,18,98,4.0906067,2.9157856,1.1103525,0,5.333152
rijksdienstcn.com,55535,264314,35,59,18,98,4.1928473,3.0417218,1.188275,0.000122,5.886855
rijksdienstcn.com,55535,264314,35,59,18,98,4.085137,2.9822598,1.0832942,0,5.5344973
rijksdienstcn.com,55535,264314,35,59,18,98,4.151045,3.3880868,1.295897,0.000183,6.805168
jeugdhulpzuidlimburg.nl,5542,18763,16,9,3,54,4.1615434,1.0995224,0.32141483,0,2.903593
jeugdhulpzuidlimburg.nl,5542,18763,16,9,3,54,4.0595503,0.6070461,0.27445245,0,1.4742632
jeugdhulpzuidlimburg.nl,5542,18763,16,9,3,54,4.141389,0.78212166,0.28658658,0.000061,1.5796089
jeugdhulpzuidlimburg.nl,5542,18763,16,9,3,54,4.0601635,1.0063398,0.3937844,0,2.1602116
jeugdhulpzuidlimburg.nl,5542,18763,16,9,3,54,4.152726,1.0927842,0.47881454,0.000122,2.238412
belastingenbollenstreek.nl,15797,76981,51,24,7,172,5.5155053,8.711162,4.654056,0,19.351377
belastingenbollenstreek.nl,15797,76981,51,24,7,172,5.488244,6.481411,3.4683897,0.000244,13.2328825
belastingenbollenstreek.nl,15797,76981,51,24,7,172,5.5344143,6.3693953,3.4095168,0,13.366014
belastingenbollenstreek.nl,15797,76981,51,24,7,172,5.247,7.042886,3.5731022,0.000244,14.781031
belastingenbollenstreek.nl,15797,76981,51,24,7,172,5.476917,6.774561,3.5214603,0,13.761555
olazzeeland.nl,6330,25571,35,16,32,142,4.7077556,6.39027,3.789593,0,14.395994
olazzeeland.nl,6330,25571,35,16,32,142,4.672924,4.144804,2.2640276,0,8.734161
olazzeeland.nl,6330,25571,35,16,32,142,4.601888,4.120492,2.4248729,0.000244,9.101471
olazzeeland.nl,6330,25571,35,16,32,142,4.8337193,3.7908533,2.2035646,0,8.452148
olazzeeland.nl,6330,25571,35,16,32,142,7.0723276,5.068704,2.7469234,0,10.535671
nctv.nl,48002,232272,42,56,19,77,4.127655,3.1772172,1.2162001,0,6.301873
nctv.nl,48002,232272,42,56,19,77,4.125246,2.9015458,1.1474338,0,5.745471
nctv.nl,48002,232272,42,56,19,77,4.15911,3.5480413,1.290736,0.000122,7.159753
nctv.nl,48002,232272,42,56,19,77,4.13862,2.7186947,1.1107073,0,5.0866184
nctv.nl,48002,232272,42,56,19,77,4.115428,2.9207308,1.1252713,0,5.895323
dinkelland.nl,79040,78740,23,4,9,101,4.2807703,1.1416628,0.3786623,0,3.2268
dinkelland.nl,79040,78740,23,4,9,101,4.08856,0.6780522,0.24153388,0,1.7758322
dinkelland.nl,79040,78740,23,4,9,101,4.0892887,1.1683414,0.42371047,0.000184,2.7739878
dinkelland.nl,79040,78740,23,4,9,101,4.0878997,0.5636358,0.25447363,0,1.965004
dinkelland.nl,79040,78740,23,4,9,101,4.0865936,0.5396297,0.23604035,0,1.4058094
bureauwbtv.nl/commissies/commissie-btv,7609,41398,37,14,3,159,4.9180007,4.877563,3.0069287,0.000122,10.551311
bureauwbtv.nl/commissies/commissie-btv,7609,41398,37,14,3,159,4.1446767,1.3680623,0.4607185,0,3.0712872
bureauwbtv.nl/commissies/commissie-btv,7609,41398,37,14,3,159,4.1365957,1.2848389,0.5507824,0.000122,3.4042425
bureauwbtv.nl/commissies/commissie-btv,7609,41398,37,14,3,159,4.1484184,1.056153,0.4166271,0,2.1868162
bureauwbtv.nl/commissies/commissie-btv,7609,41398,37,14,3,159,4.1364174,0.9708586,0.40286654,0,2.5296936
loonopzand.nl,5331,18294,34,13,14,122,4.2928386,1.0425322,0.44886833,0.000061,3.6337528
loonopzand.nl,5331,18294,34,13,14,122,4.2667756,1.0356989,0.37290227,0,2.1372242
loonopzand.nl,5331,18294,34,13,14,122,4.268963,1.3858428,0.46893066,0.000305,3.444188
loonopzand.nl,5331,18294,34,13,14,122,4.2847357,0.75564694,0.2815513,0,1.5917625
loonopzand.nl,5331,18294,34,13,14,122,4.2854176,0.7423649,0.2898475,0,2.0900364
terschelling.nl,32341,185897,49,23,8,154,4.293368,2.3849885,1.1614139,0.000305,5.632413
terschelling.nl,32341,185897,49,23,8,154,4.310896,2.1587207,1.1480854,0,4.525545
terschelling.nl,32341,185897,49,23,8,154,4.2952433,2.7743173,1.3298886,0.000061,6.4401655
terschelling.nl,32341,185897,49,23,8,154,4.315694,2.7612839,1.1334617,0,5.8259
terschelling.nl,32341,185897,49,23,8,154,4.3261895,2.0814812,1.112163,0,4.3618326
heusden.nl,18057,109581,78,19,10,120,4.215752,1.4698637,0.74004906,0.000244,3.3288774
heusden.nl,18057,109581,78,19,10,120,4.1918197,2.5270739,0.82750595,0,4.8269567
heusden.nl,18057,109581,78,19,10,120,4.1985364,3.2997637,0.89760655,0.000122,6.8724546
heusden.nl,18057,109581,78,19,10,120,4.1943054,1.5080249,0.73713785,0,3.4456644
heusden.nl,18057,109581,78,19,10,120,4.2658677,1.2972219,0.64406586,0,2.8270226
cybersecurityraad.nl,50649,248341,33,55,13,80,4.1180105,3.0601294,1.0602775,0.000122,6.9512863
cybersecurityraad.nl,50649,248341,33,55,13,80,4.11878,2.7338686,1.0903475,0,5.074338
cybersecurityraad.nl,50649,248341,33,55,13,80,4.125052,3.5134747,1.1978238,0,6.933462
cybersecurityraad.nl,50649,248341,33,55,13,80,4.135545,3.14233,1.1718867,0.000122,6.0319023
cybersecurityraad.nl,50649,248341,33,55,13,80,4.1678257,3.2582695,1.2682431,0,6.4501915
vlissingen.nl,41456,265118,69,27,10,165,4.25473,2.2594476,1.1529099,0.000245,5.855214
vlissingen.nl,41456,265118,69,27,10,165,4.3076005,2.3226,1.1991128,0,5.096386
vlissingen.nl,41456,265118,69,27,10,165,4.3474774,2.6288018,1.1965845,0,5.807948
vlissingen.nl,41456,265118,69,27,10,165,4.3459277,2.5797935,1.3316386,0.000122,6.0618706
vlissingen.nl,41456,265118,69,27,10,165,4.3415627,2.193282,1.1660068,0,5.010419
unesco.nl/nl/nederlandse-unesco-commissie,16360,136522,40,11,35,272,4.4732013,2.2787266,1.0653706,0,5.614709
unesco.nl/nl/nederlandse-unesco-commissie,16360,136522,40,11,35,272,4.3991456,1.8678391,0.8195519,0,3.8646631
unesco.nl/nl/nederlandse-unesco-commissie,16360,136522,40,11,35,272,4.523823,1.8847156,0.97887444,0.000122,3.5490732
unesco.nl/nl/nederlandse-unesco-commissie,16360,136522,40,11,35,272,4.4007645,1.6898787,0.7082281,0,3.8605652
unesco.nl/nl/nederlandse-unesco-commissie,16360,136522,40,11,35,272,4.3973756,2.422171,0.8885449,0,4.6816435
sbjh.nl,16994,124297,64,31,7,237,4.5416164,1.5374413,0.7393625,0.000183,3.879033
sbjh.nl,16994,124297,64,31,7,237,4.8789263,1.3259599,0.64670473,0,2.775218
sbjh.nl,16994,124297,64,31,7,237,4.6454396,2.2276242,0.9048807,0.000061,4.866231
sbjh.nl,16994,124297,64,31,7,237,4.655589,1.1944518,0.5965984,0,2.71554
sbjh.nl,16994,124297,64,31,7,237,4.622675,1.2357461,0.5908136,0,2.9238539
om.nl/onderwerpen/feiten-en-tarieven,45227,216476,24,56,2,50,4.2104287,3.5076213,1.5114235,0.000122,8.092352
om.nl/onderwerpen/feiten-en-tarieven,45227,216476,24,56,2,50,4.2091184,3.344518,1.34852,0,6.533169
om.nl/onderwerpen/feiten-en-tarieven,45227,216476,24,56,2,50,4.181729,3.1548169,1.4081753,0.000122,6.102499
om.nl/onderwerpen/feiten-en-tarieven,45227,216476,24,56,2,50,4.2032847,6.849004,1.8633971,0,12.1104355
om.nl/onderwerpen/feiten-en-tarieven,45227,216476,24,56,2,50,4.1835394,3.2012289,1.3602927,0,6.6604156
zorgkantoordsw.nl/clienten,42624,223022,13,6,1,81,4.68393,4.3739386,2.4084654,0.000061,10.018803
zorgkantoordsw.nl/clienten,42624,223022,13,6,1,81,4.7630215,4.2971616,2.2166429,0,9.068602
zorgkantoordsw.nl/clienten,42624,223022,13,6,1,81,4.7382383,4.7111397,2.359676,0.000122,9.943834
zorgkantoordsw.nl/clienten,42624,223022,13,6,1,81,4.742549,4.215421,2.2180057,0,9.307923
zorgkantoordsw.nl/clienten,42624,223022,13,6,1,81,4.835272,4.4712048,2.25717,0,9.510718
beuningen.nl,30431,183195,44,22,6,96,4.2382154,2.2116175,1.0753511,0,4.9595175
beuningen.nl,30431,183195,44,22,6,96,4.2491417,2.2246726,1.0144835,0,4.55686
beuningen.nl,30431,183195,44,22,6,96,4.289921,2.1166465,0.9736406,0.000183,5.016138
beuningen.nl,30431,183195,44,22,6,96,4.2779884,1.9842525,0.96847326,0,4.421342
beuningen.nl,30431,183195,44,22,6,96,4.2590876,2.2083426,1.004334,0.000122,4.906685
cultureelerfgoed.nl,61645,294073,39,65,23,122,4.275173,3.5209508,1.6668706,0,9.990968
cultureelerfgoed.nl,61645,294073,39,65,23,122,4.221363,4.494424,1.5690222,0,9.314674
cultureelerfgoed.nl,61645,294073,39,65,23,122,4.236306,4.0439806,1.7439181,0.000122,8.65185
cultureelerfgoed.nl,61645,294073,39,65,23,122,4.219331,3.5913343,1.5567648,0,7.1323185
cultureelerfgoed.nl,61645,294073,39,65,23,122,4.2401013,3.5179908,1.5631588,0,6.8297434
gemeentemaasgouw.nl,30942,202591,67,26,9,149,4.3357954,3.5521643,1.5429326,0,8.150018
gemeentemaasgouw.nl,30942,202591,67,26,9,149,4.3397713,2.9364684,1.4113348,0,6.4524536
gemeentemaasgouw.nl,30942,202591,67,26,9,149,4.333231,3.5029643,1.5974864,0.000122,7.3440094
gemeentemaasgouw.nl,30942,202591,67,26,9,149,4.383312,2.978965,1.4458456,0,6.3422413
gemeentemaasgouw.nl,30942,202591,67,26,9,149,4.3355885,3.4244804,1.6137102,0,7.4005413
commissiemer.nl,25842,110127,31,43,11,111,4.109215,0.8669834,0.44082016,0.000062,3.2860498
commissiemer.nl,25842,110127,31,43,11,111,4.098154,0.7959621,0.41424984,0,1.8140478
commissiemer.nl,25842,110127,31,43,11,111,4.112675,1.179385,0.51329607,0.000183,2.9022913
commissiemer.nl,25842,110127,31,43,11,111,4.09097,0.93663216,0.465939,0,2.5822325
commissiemer.nl,25842,110127,31,43,11,111,4.1235247,1.0237248,0.4541517,0,2.1873283
fumo.nl,5691,17826,37,11,18,76,4.1618085,1.2857063,0.62605256,0.000061,3.1529226
fumo.nl,5691,17826,37,11,18,76,4.2068596,0.9823985,0.40527666,0,2.163887
fumo.nl,5691,17826,37,11,18,76,4.1818495,1.372401,0.5320569,0.000244,3.1646938
fumo.nl,5691,17826,37,11,18,76,4.185578,0.70399475,0.30718195,0,1.9052563
fumo.nl,5691,17826,37,11,18,76,4.167713,0.7956352,0.32655418,0,1.6379757
noordveluwsarchief.nl,26606,144573,68,33,26,183,4.162167,3.509121,1.6655948,0.000061,7.9645147
noordveluwsarchief.nl,26606,144573,68,33,26,183,4.1606097,3.6658654,1.6266382,0,7.4059563
noordveluwsarchief.nl,26606,144573,68,33,26,183,4.156541,3.5944848,1.7613676,0.000183,7.353756
noordveluwsarchief.nl,26606,144573,68,33,26,183,4.1620035,3.6145635,1.5983644,0,6.7774286
noordveluwsarchief.nl,26606,144573,68,33,26,183,4.1559587,3.3474557,1.6505139,0,7.1052294
eerstekamer.nl/fractie/christen_democratisch_appel,39447,39147,0,0,0,4,4.045603,0.39863753,0.07044059,0.000122,1.8220682
eerstekamer.nl/fractie/christen_democratisch_appel,39447,39147,0,0,0,4,4.075833,0.40269637,0.07739627,0,0.99554825
eerstekamer.nl/fractie/christen_democratisch_appel,39447,39147,0,0,0,4,4.05135,0.49526858,0.045203447,0,1.0575199
eerstekamer.nl/fractie/christen_democratisch_appel,39447,39147,0,0,0,4,4.0705175,0.79280806,0.2348162,0.000122,2.5090027
eerstekamer.nl/fractie/christen_democratisch_appel,39447,39147,0,0,0,4,4.078846,0.28830075,0.06731427,0,0.80042076
westmaasenwaal.nl,37390,239903,61,28,10,124,4.376916,2.8418863,1.4557004,0,6.420932
westmaasenwaal.nl,37390,239903,61,28,10,124,4.310728,2.161322,1.2491906,0.000122,4.6509695
westmaasenwaal.nl,37390,239903,61,28,10,124,4.319213,2.3657663,1.2894237,0,5.4419928
westmaasenwaal.nl,37390,239903,61,28,10,124,4.3505583,2.463097,1.342069,0.000183,6.112649
westmaasenwaal.nl,37390,239903,61,28,10,124,4.3372703,2.4201298,1.2786207,0,5.396285
cea.nl,6795,27952,13,10,1,44,4.143165,1.0303361,0.47821146,0,4.1376133
cea.nl,6795,27952,13,10,1,44,4.126502,4.7696314,0.7473594,0.000061,9.054791
cea.nl,6795,27952,13,10,1,44,4.1354995,1.2502706,0.5158902,0,2.5320168
cea.nl,6795,27952,13,10,1,44,4.2498198,1.1483467,0.46437043,0.000183,3.1176434
cea.nl,6795,27952,13,10,1,44,4.1290503,0.72650623,0.29931676,0,1.6108418
zuid-holland.nl/online-regelen/bezwaar/bezwaar-beslissing,12070,60124,53,14,3,169,4.322843,2.7632718,1.1531289,0,6.932803
zuid-holland.nl/online-regelen/bezwaar/bezwaar-beslissing,12070,60124,53,14,3,169,4.2881956,2.3791428,1.0596542,0.000061,4.958005
zuid-holland.nl/online-regelen/bezwaar/bezwaar-beslissing,12070,60124,53,14,3,169,4.2837462,2.2077672,1.0213572,0,5.031767
zuid-holland.nl/online-regelen/bezwaar/bezwaar-beslissing,12070,60124,53,14,3,169,4.282625,2.9002037,1.2448926,0.000123,6.347105
zuid-holland.nl/online-regelen/bezwaar/bezwaar-beslissing,12070,60124,53,14,3,169,4.3021326,2.8921838,1.1238971,0,6.3602266
knmp.nl/beroepsontwikkeling/colleges-en-commissies/specialisten-registratie-commissie-ziekenhuisfarmacie,22946,81923,23,5,0,246,4.226478,2.0185597,0.76240957,0,4.6767273
knmp.nl/beroepsontwikkeling/colleges-en-commissies/specialisten-registratie-commissie-ziekenhuisfarmacie,22946,81923,23,5,0,246,4.228607,1.89944,0.71605384,0.000122,3.921338
knmp.nl/beroepsontwikkeling/colleges-en-commissies/specialisten-registratie-commissie-ziekenhuisfarmacie,22946,81923,23,5,0,246,4.226904,2.2395594,0.77392644,0,4.8631496
knmp.nl/beroepsontwikkeling/colleges-en-commissies/specialisten-registratie-commissie-ziekenhuisfarmacie,22946,81923,23,5,0,246,4.2369056,2.0366735,0.8848606,0.000061,4.4628325
knmp.nl/beroepsontwikkeling/colleges-en-commissies/specialisten-registratie-commissie-ziekenhuisfarmacie,22946,81923,23,5,0,246,4.250281,1.9982903,0.8235367,0,4.303977
bedrijvenparka7.nl,8857,40306,39,15,14,62,4.451013,2.900028,1.1642812,0.000244,6.7333727
bedrijvenparka7.nl,8857,40306,39,15,14,62,4.3858976,1.7301819,0.69457316,0,3.3981962
bedrijvenparka7.nl,8857,40306,39,15,14,62,4.7176447,1.6637194,0.8351263,0.000122,3.5584621
bedrijvenparka7.nl,8857,40306,39,15,14,62,4.3990927,1.3782473,0.61393476,0,3.1772966
bedrijvenparka7.nl,8857,40306,39,15,14,62,4.4543023,1.6300766,0.77927196,0,3.287547
risse.nl,141958,141658,129,50,10,216,4.3230295,13.77943,7.635499,0,28.744831
risse.nl,141958,141658,129,50,10,216,4.322166,13.967808,7.636393,0,28.684517
risse.nl,141958,141658,129,50,10,216,4.323633,14.260821,7.638805,0.000122,28.993303
risse.nl,141958,141658,129,50,10,216,4.414106,14.06927,7.6865654,0,28.139294
risse.nl,141958,141658,129,50,10,216,4.329367,13.986063,7.699994,0,28.85379
schiedam.nl,8040,38827,36,15,7,115,4.160746,3.4962294,1.614589,0.000183,7.843111
schiedam.nl,8040,38827,36,15,7,115,4.132698,3.4018276,1.2969267,0,6.2891083
schiedam.nl,8040,38827,36,15,7,115,4.1319413,3.5441833,1.4221284,0.000122,7.1660233
schiedam.nl,8040,38827,36,15,7,115,4.1334,2.9028778,1.2608473,0,5.7873316
schiedam.nl,8040,38827,36,15,7,115,4.1325884,3.4687254,1.380992,0,7.039386
noord-holland.nl,11426,44424,42,15,13,111,4.252971,0.7159984,0.28806573,0.000061,2.5471668
noord-holland.nl,11426,44424,42,15,13,111,4.3336134,0.3598628,0.15412027,0,0.9055414
noord-holland.nl,11426,44424,42,15,13,111,4.274868,0.6727505,0.21600324,0,1.7417402
noord-holland.nl,11426,44424,42,15,13,111,4.2523546,0.70019054,0.29477137,0.000244,1.923727
noord-holland.nl,11426,44424,42,15,13,111,4.2569056,0.48838782,0.19089955,0,1.2247076
raalte.nl,34981,187484,55,21,9,95,4.518227,3.9520528,1.9986495,0.000122,10.250737
raalte.nl,34981,187484,55,21,9,95,4.4806333,3.5205345,1.8199073,0,7.9708967
raalte.nl,34981,187484,55,21,9,95,4.513436,3.8792078,1.9045699,0.000122,7.200365
raalte.nl,34981,187484,55,21,9,95,4.491501,3.2153282,1.5986495,0,6.943388
raalte.nl,34981,187484,55,21,9,95,4.5004153,3.2985468,1.7390828,0,7.358324
autoriteitpersoonsgegevens.nl,545,245,0,0,0,0,4.043786,0.23583579,0.08030027,0.000061,1.3891668
autoriteitpersoonsgegevens.nl,545,245,0,0,0,0,4.0490694,0.46579695,0.11795336,0,1.0632935
autoriteitpersoonsgegevens.nl,545,245,0,0,0,0,4.0449777,0.29604268,0.111938775,0,0.69865036
autoriteitpersoonsgegevens.nl,545,245,0,0,0,0,4.040922,0.54582,0.19747049,0.000184,1.7714157
autoriteitpersoonsgegevens.nl,545,245,0,0,0,0,4.047873,0.500808,0.12531668,0,1.2538214
koopoverheid.nl,52054,256365,32,58,14,89,4.13435,2.658663,1.0475358,0,6.1599274
koopoverheid.nl,52054,256365,32,58,14,89,4.0874877,2.541231,0.9860552,0,4.7160463
koopoverheid.nl,52054,256365,32,58,14,89,4.1461053,2.6172736,1.065738,0,4.755171
koopoverheid.nl,52054,256365,32,58,14,89,4.136836,3.0892568,1.1765907,0.000183,6.278634
koopoverheid.nl,52054,256365,32,58,14,89,4.2021923,2.8614414,1.1344151,0,5.613201
odmh.nl,15133,71611,69,13,24,356,4.630602,1.5978689,0.73112535,0,4.5287886
odmh.nl,15133,71611,69,13,24,356,4.7200694,2.0120137,0.7345177,0.000061,4.0523243
odmh.nl,15133,71611,69,13,24,356,4.6228156,0.9005799,0.49301046,0,2.1109982
odmh.nl,15133,71611,69,13,24,356,4.691859,1.3158417,0.6505876,0.000061,3.3737326
odmh.nl,15133,71611,69,13,24,356,4.870184,1.1587772,0.5714245,0,3.047347
nieuwegein.nl,10229,63004,76,18,8,85,4.224124,1.2574449,0.4015811,0.000122,3.4326859
nieuwegein.nl,10229,63004,76,18,8,85,4.233146,3.3109314,0.50238127,0,6.597349
nieuwegein.nl,10229,63004,76,18,8,85,4.2113776,0.98942614,0.31245798,0,2.1524506
nieuwegein.nl,10229,63004,76,18,8,85,4.2309313,2.065482,0.57029694,0.000122,4.415455
nieuwegein.nl,10229,63004,76,18,8,85,4.2255974,1.1127126,0.36700523,0,2.428957
algemenebestuursdienst.nl,51608,251488,27,58,8,85,4.2145734,3.3660054,1.5356771,0.000061,7.7693615
algemenebestuursdienst.nl,51608,251488,27,58,8,85,4.185569,3.2736342,1.4638586,0,6.342779
algemenebestuursdienst.nl,51608,251488,27,58,8,85,4.1911707,3.1464756,1.4517084,0,6.328599
algemenebestuursdienst.nl,51608,251488,27,58,8,85,4.191506,3.4844108,1.5602882,0.000122,7.39025
algemenebestuursdienst.nl,51608,251488,27,58,8,85,4.1952925,3.482837,1.4950706,0,7.005666
hoorn.nl,10737,35809,43,22,13,110,4.234553,0.5433197,0.21452385,0,2.1562881
hoorn.nl,10737,35809,43,22,13,110,4.2275834,0.8461559,0.26006913,0.000122,2.0489292
hoorn.nl,10737,35809,43,22,13,110,4.2431927,0.4097829,0.20962214,0,0.9469185
hoorn.nl,10737,35809,43,22,13,110,4.2370067,0.7166095,0.32087773,0.000244,1.9000769
hoorn.nl,10737,35809,43,22,13,110,4.235797,0.5901904,0.24737257,0,1.3406391
kcb.nl,279731,535587,29,12,26,268,4.4140725,3.2718325,1.7343168,0,8.014379
kcb.nl,279731,535587,29,12,26,268,4.6000524,4.273314,2.06285,0.000183,8.918617
kcb.nl,279731,535587,29,12,26,268,4.4322033,2.8741865,1.6741853,0,6.468486
kcb.nl,279731,535587,29,12,26,268,4.405247,3.1233141,1.7471269,0.000244,7.1617184
kcb.nl,279731,535587,29,12,26,268,4.396836,2.575993,1.5603973,0,5.808009
veiligheidsregiofryslan.nl,16046,68544,22,10,9,248,4.2296433,1.2951291,0.63822526,0,2.9812155
veiligheidsregiofryslan.nl,16046,68544,22,10,9,248,4.1199408,1.3018496,0.5525347,0.000061,2.5088997
veiligheidsregiofryslan.nl,16046,68544,22,10,9,248,4.116314,1.2235546,0.5858018,0,3.0180807
veiligheidsregiofryslan.nl,16046,68544,22,10,9,248,4.1122246,1.64834,0.7266978,0.000122,3.653432
veiligheidsregiofryslan.nl,16046,68544,22,10,9,248,4.1183815,0.90995145,0.49001956,0,2.450347
historischcentrumoverijssel.nl,17204,80821,74,42,28,95,4.159173,5.324733,2.2756462,0,11.784594
historischcentrumoverijssel.nl,17204,80821,74,42,28,95,4.1638684,3.1073563,1.5902057,0.000245,6.335208
historischcentrumoverijssel.nl,17204,80821,74,42,28,95,4.1783233,3.2560778,1.5176952,0,6.9861193
historischcentrumoverijssel.nl,17204,80821,74,42,28,95,4.1821346,3.3401232,1.6206849,0.000122,7.226472
historischcentrumoverijssel.nl,17204,80821,74,42,28,95,4.26814,3.4702485,1.5101577,0,8.008771
rvig.nl,8431,39578,21,11,5,114,4.131403,1.3492553,0.48064148,0,3.292386
rvig.nl,8431,39578,21,11,5,114,4.123804,0.7211313,0.2938217,0.000122,1.4366207
rvig.nl,8431,39578,21,11,5,114,4.1243343,1.3202419,0.45418423,0,2.622779
rvig.nl,8431,39578,21,11,5,114,4.141126,0.92809033,0.43409538,0,2.2677746
rvig.nl,8431,39578,21,11,5,114,4.1249127,1.0615373,0.49735063,0.000305,2.996315
od-groningen.nl,28096,92288,26,18,8,129,4.634813,2.0509994,0.8996537,0,5.1431303
od-groningen.nl,28096,92288,26,18,8,129,4.503096,1.9582775,0.83416754,0.000061,4.3515377
od-groningen.nl,28096,92288,26,18,8,129,4.4859414,2.5558438,1.3468149,0,5.5824604
od-groningen.nl,28096,92288,26,18,8,129,4.56102,1.8082302,0.91843426,0.000183,3.704918
od-groningen.nl,28096,92288,26,18,8,129,4.46462,1.4583735,0.63056546,0,3.8239307
werkom.nl,50591,353256,54,30,43,569,5.9844403,17.653774,10.412163,0.000183,38.726887
werkom.nl,50591,353256,54,30,43,569,5.660199,15.134619,9.055742,0,31.67262
werkom.nl,50591,353256,54,30,43,569,5.834489,14.9577875,9.082858,0.000122,32.23145
werkom.nl,50591,353256,54,30,43,569,6.0356894,15.67791,9.501031,0,33.65966
werkom.nl,50591,353256,54,30,43,569,5.995744,15.403916,9.400178,0.000183,32.073273
mensenrechten.nl,63743,299013,35,63,16,117,4.246403,3.9421723,1.7280034,0,7.938792
mensenrechten.nl,63743,299013,35,63,16,117,4.2125683,3.6076097,1.6101457,0.000061,7.336937
mensenrechten.nl,63743,299013,35,63,16,117,4.2054014,3.4271038,1.5460486,0,6.8550777
mensenrechten.nl,63743,299013,35,63,16,117,4.2151384,3.3199544,1.493824,0,6.830431
mensenrechten.nl,63743,299013,35,63,16,117,4.2065916,3.5480425,1.5812885,0.000061,7.039565
recreatieschapdrenthe.nl,53230,348545,75,46,31,810,7.0232496,7.829104,4.803158,0.000123,19.034899
recreatieschapdrenthe.nl,53230,348545,75,46,31,810,4.9006724,6.056653,3.6420453,0,13.220173
recreatieschapdrenthe.nl,53230,348545,75,46,31,810,4.9257026,6.0872297,3.6950715,0,13.531816
recreatieschapdrenthe.nl,53230,348545,75,46,31,810,4.90097,6.3723917,3.637596,0.000122,13.4069195
recreatieschapdrenthe.nl,53230,348545,75,46,31,810,4.9817066,6.887108,3.7428906,0,14.327555
eerstekamer.nl/commissies/verzoekschriften,39439,39139,0,0,0,4,4.043854,1.1347187,0.3911996,0.000244,3.8889942
eerstekamer.nl/commissies/verzoekschriften,39439,39139,0,0,0,4,4.078391,0.5712843,0.13490379,0,1.3015728
eerstekamer.nl/commissies/verzoekschriften,39439,39139,0,0,0,4,4.071574,0.48163605,0.16552877,0,1.6938276
eerstekamer.nl/commissies/verzoekschriften,39439,39139,0,0,0,4,4.0464025,0.9307544,0.22922796,0.000061,2.0700436
