url,transferSize,decodedBodySize,resourceCount,scriptCount,imageCount,divCount,runtime,package-0,package-0-core,package-0-uncore
midden-groningen.nl,14079,64881,22,7,5,84,4.17211,1.995983,0.8113675,0
midden-groningen.nl,14079,64881,22,7,5,84,4.164117,1.3878772,0.5861388,0.000183
midden-groningen.nl,14079,64881,22,7,5,84,4.1550846,1.3768375,0.5146413,0
midden-groningen.nl,14079,64881,22,7,5,84,4.1610503,1.0325172,0.46371642,0
midden-groningen.nl,14079,64881,22,7,5,84,4.142017,1.1216977,0.4367337,0.000244
octrooigemachtigde.nl,4179,17972,28,7,6,78,7.297011,1.5167308,0.4274055,0.000122
octrooigemachtigde.nl,4179,17972,28,7,6,78,6.8418994,1.181495,0.23992711,0
octrooigemachtigde.nl,4179,17972,28,7,6,78,6.533253,1.0631793,0.286458,0.000061
octrooigemachtigde.nl,4179,17972,28,7,6,78,7.4308686,1.22575,0.33501464,0.000306
octrooigemachtigde.nl,4179,17972,28,7,6,78,7.0718164,2.2776518,0.5531651,0
derbg.nl,14169,94952,26,13,24,410,4.09793,0.6031468,0.23746559,0
derbg.nl,14169,94952,26,13,24,410,4.107305,0.6195309,0.20616476,0.000122
derbg.nl,14169,94952,26,13,24,410,4.1091294,0.56618917,0.16421245,0
derbg.nl,14169,94952,26,13,24,410,4.104944,1.204171,0.60116595,0.000305
derbg.nl,14169,94952,26,13,24,410,4.1122475,0.989275,0.21082647,0
aalsmeer.nl,83595,83295,39,7,17,138,4.272995,2.468862,0.7389392,0
aalsmeer.nl,83595,83295,39,7,17,138,4.2101874,1.8206695,0.66709244,0.000183
aalsmeer.nl,83595,83295,39,7,17,138,4.223645,1.5154591,0.59459364,0
aalsmeer.nl,83595,83295,39,7,17,138,4.2280555,2.2029996,0.73691404,0.000122
aalsmeer.nl,83595,83295,39,7,17,138,4.2307706,1.7740291,0.6789921,0
venlo.nl,10409,54424,16,8,3,76,4.114021,1.4394335,0.35137242,0
venlo.nl,10409,54424,16,8,3,76,4.1323643,1.4626118,0.3761279,0.000122
venlo.nl,10409,54424,16,8,3,76,4.130654,1.0395252,0.35966414,0
venlo.nl,10409,54424,16,8,3,76,4.1214304,0.94745445,0.30850023,0
venlo.nl,10409,54424,16,8,3,76,4.1306295,1.1288917,0.4435262,0.000122
rvo.nl/subsidies-financiering/sdg-partnerschapfaciliteit,22636,86859,45,18,37,173,4.148059,2.0878882,0.7404794,0
rvo.nl/subsidies-financiering/sdg-partnerschapfaciliteit,22636,86859,45,18,37,173,4.2674174,1.9324635,0.7376618,0
rvo.nl/subsidies-financiering/sdg-partnerschapfaciliteit,22636,86859,45,18,37,173,4.2554803,1.7602686,0.5199328,0.000122
rvo.nl/subsidies-financiering/sdg-partnerschapfaciliteit,22636,86859,45,18,37,173,4.254858,1.5084633,0.5313125,0
rvo.nl/subsidies-financiering/sdg-partnerschapfaciliteit,22636,86859,45,18,37,173,4.281597,1.6771734,0.57962084,0.000183
caparis.nl,172068,171768,90,10,74,420,4.2013235,1.6871208,0.6030965,0
caparis.nl,172068,171768,90,10,74,420,4.2146,1.3623971,0.4279438,0
caparis.nl,172068,171768,90,10,74,420,4.1992474,1.2983725,0.47263402,0.000245
caparis.nl,172068,171768,90,10,74,420,4.2146883,1.6521537,0.5147928,0
caparis.nl,172068,171768,90,10,74,420,4.2193046,1.8783631,0.63964814,0.000122
bsr.nl,24945,133345,27,15,4,78,4.0977144,0.7695613,0.22508419,0
bsr.nl,24945,133345,27,15,4,78,4.1142144,0.61836755,0.19358882,0
bsr.nl,24945,133345,27,15,4,78,4.129983,0.8600068,0.18818502,0.000122
bsr.nl,24945,133345,27,15,4,78,4.1075344,0.59153867,0.20584853,0
bsr.nl,24945,133345,27,15,4,78,4.1067142,0.88223815,0.20423707,0.000366
regiorvn.nl,93353,93053,19,13,14,93,4.1374965,4.5123806,1.1060611,0
regiorvn.nl,93353,93053,19,13,14,93,4.142025,4.0147543,1.0531863,0
regiorvn.nl,93353,93053,19,13,14,93,4.1414447,4.1107683,1.0470471,0.000122
regiorvn.nl,93353,93053,19,13,14,93,4.149999,4.2428045,1.0802959,0
regiorvn.nl,93353,93053,19,13,14,93,4.1380277,3.8372264,0.99306154,0
vrd.nl,8551,49678,40,11,12,217,4.1457014,1.332138,0.45433047,0.000183
vrd.nl,8551,49678,40,11,12,217,4.306571,1.6797773,0.41017282,0
vrd.nl,8551,49678,40,11,12,217,4.1558857,1.0768694,0.40449858,0
vrd.nl,8551,49678,40,11,12,217,4.1433144,0.7220284,0.3606259,0.000183
vrd.nl,8551,49678,40,11,12,217,4.1437325,0.8561243,0.33979428,0
leiden.nl/gemeente,11672,54908,28,23,6,227,5.6485066,4.01447,1.7326238,0
leiden.nl/gemeente,11672,54908,28,23,6,227,5.5844903,2.5714521,1.2009339,0
leiden.nl/gemeente,11672,54908,28,23,6,227,5.49173,3.076189,1.1669811,0.000122
leiden.nl/gemeente,11672,54908,28,23,6,227,5.6489406,3.7543342,1.2618425,0.000183
leiden.nl/gemeente,11672,54908,28,23,6,227,5.4776564,3.1443005,1.2518363,0
bureauwbtv.nl/commissies/kwaliteitsinstituut-wbtv,7684,44560,41,14,7,187,4.8828464,4.9746428,2.982932,0
bureauwbtv.nl/commissies/kwaliteitsinstituut-wbtv,7684,44560,41,14,7,187,4.173564,0.85711217,0.33498573,0.000122
bureauwbtv.nl/commissies/kwaliteitsinstituut-wbtv,7684,44560,41,14,7,187,4.1677566,1.275765,0.39304453,0
bureauwbtv.nl/commissies/kwaliteitsinstituut-wbtv,7684,44560,41,14,7,187,4.1724176,1.1989778,0.4165178,0.000123
bureauwbtv.nl/commissies/kwaliteitsinstituut-wbtv,7684,44560,41,14,7,187,4.170067,1.9619566,0.44805658,0
samh.nl,361,61,0,0,0,0,4.02686,0.18222666,0.03689806,0
samh.nl,361,61,0,0,0,0,4.0349746,0.3577261,0.05557941,0.000183
samh.nl,361,61,0,0,0,0,4.03287,0.3664503,0.03797221,0
samh.nl,361,61,0,0,0,0,4.033289,0.088193536,0.015432537,0
samh.nl,361,61,0,0,0,0,4.0351067,0.3361838,0.10495153,0.000244
waagroep.nl,25107,96173,119,54,47,154,5.950534,7.331081,2.5192108,0
waagroep.nl,25107,96173,119,54,47,154,5.972377,7.2813926,2.1661875,0.000061
waagroep.nl,25107,96173,119,54,47,154,5.8485966,7.855969,2.3277702,0.000122
waagroep.nl,25107,96173,119,54,47,154,6.1391497,7.021801,2.2860124,0
waagroep.nl,25107,96173,119,54,47,154,5.931325,6.8867097,2.1914542,0.000122
gemeenteberkelland.nl,0,0,0,0,0,0,4.0305934,3.4559917,0.07310866,0
gemeenteberkelland.nl,0,0,0,0,0,0,4.042975,1.792304,0.13346986,0
gemeenteberkelland.nl,0,0,0,0,0,0,4.0381813,0.3845955,0.12648049,0.000305
gemeenteberkelland.nl,0,0,0,0,0,0,4.0400047,0.49134922,0.033627212,0
gemeenteberkelland.nl,0,0,0,0,0,0,4.0443654,0.1525464,0.054794878,0
bunschoten.nl,27446,151210,51,21,5,137,4.3496656,2.0902991,1.2075051,0
bunschoten.nl,27446,151210,51,21,5,137,4.3229403,1.9321432,1.0561702,0
bunschoten.nl,27446,151210,51,21,5,137,4.3269663,2.1456084,1.0926118,0.000122
bunschoten.nl,27446,151210,51,21,5,137,4.3214664,2.2209902,1.080406,0
bunschoten.nl,27446,151210,51,21,5,137,4.2871366,1.9934356,1.0765649,0
vaals.nl,30910,30610,38,15,14,114,4.9199567,2.078745,0.79647017,0
vaals.nl,30910,30610,38,15,14,114,4.9401817,1.877538,0.5610717,0.000122
vaals.nl,30910,30610,38,15,14,114,4.9138956,1.4990377,0.46574622,0
vaals.nl,30910,30610,38,15,14,114,4.9462843,1.8221583,0.51905173,0
vaals.nl,30910,30610,38,15,14,114,4.9645977,3.3378997,0.6280986,0.000245
rekenkamerwvolv.nl,31258,172831,29,19,1,99,4.4105597,11.034224,6.79987,0
rekenkamerwvolv.nl,31258,172831,29,19,1,99,4.4192033,11.4956255,6.65056,0.000183
rekenkamerwvolv.nl,31258,172831,29,19,1,99,4.3900824,11.27149,7.171937,0
rekenkamerwvolv.nl,31258,172831,29,19,1,99,4.47046,10.480495,6.608662,0
rekenkamerwvolv.nl,31258,172831,29,19,1,99,4.4282174,11.611592,7.2914524,0.000122
svb.nl,9882,91083,33,15,10,91,4.285228,4.776117,1.9128901,0.000244
svb.nl,9882,91083,33,15,10,91,4.244686,3.8762076,1.5547129,0
svb.nl,9882,91083,33,15,10,91,4.2540054,3.748818,1.5282975,0
svb.nl,9882,91083,33,15,10,91,4.26649,3.6697383,1.5848682,0.000061
svb.nl,9882,91083,33,15,10,91,4.250021,3.4355426,1.5060751,0
ggdbzo.nl,14293,75184,14,26,19,106,4.0776873,3.1027577,0.6684208,0.000183
ggdbzo.nl,14293,75184,14,26,19,106,4.0841994,2.9648662,0.6345605,0
ggdbzo.nl,14293,75184,14,26,19,106,4.0794325,2.6263554,0.660774,0
ggdbzo.nl,14293,75184,14,26,19,106,4.074614,2.2715116,0.5683987,0.000122
ggdbzo.nl,14293,75184,14,26,19,106,4.0883846,2.4440703,0.59696,0
albrandswaard.nl,26919,115624,62,41,10,230,5.255167,2.4476337,1.1255233,0.000244
albrandswaard.nl,26919,115624,62,41,10,230,5.2341433,1.6710408,0.77935433,0
albrandswaard.nl,26919,115624,62,41,10,230,5.4852962,1.9514172,0.7322108,0
albrandswaard.nl,26919,115624,62,41,10,230,5.3778925,2.5186532,0.81316864,0.000183
albrandswaard.nl,26919,115624,62,41,10,230,5.298578,2.3660145,0.8914106,0.000122
awti.nl,47326,229649,36,53,13,70,4.390568,4.6549654,1.8292162,0
awti.nl,47326,229649,36,53,13,70,4.1680355,2.7888238,1.0449471,0
awti.nl,47326,229649,36,53,13,70,4.1311064,3.0041683,1.0759499,0.000184
awti.nl,47326,229649,36,53,13,70,4.1791754,3.0335684,1.1123827,0
awti.nl,47326,229649,36,53,13,70,4.1925683,5.787279,1.2812188,0.000244
belcombinatie.nl,22969,122964,61,22,5,146,4.9529033,6.0063515,3.4770617,0
belcombinatie.nl,22969,122964,61,22,5,146,4.829593,4.599163,2.8928385,0
belcombinatie.nl,22969,122964,61,22,5,146,4.8294077,4.5290527,2.8885736,0.000122
belcombinatie.nl,22969,122964,61,22,5,146,4.8334937,4.4429317,2.8837526,0
belcombinatie.nl,22969,122964,61,22,5,146,4.821773,4.8180666,3.008481,0.000122
wsd-groep.nl,16819,85828,64,28,34,356,5.352177,8.10504,3.2345366,0
wsd-groep.nl,16819,85828,64,28,34,356,5.1188493,6.1473246,2.1679118,0.000122
wsd-groep.nl,16819,85828,64,28,34,356,5.114652,5.783179,2.1633377,0
wsd-groep.nl,16819,85828,64,28,34,356,5.045452,5.8424644,2.264384,0.000122
wsd-groep.nl,16819,85828,64,28,34,356,4.9923534,5.9106417,2.1422994,0
wrr.nl,54478,263377,36,57,17,106,4.1301136,2.5447006,0.4843222,0.000183
wrr.nl,54478,263377,36,57,17,106,4.177497,2.4932206,0.5717474,0
wrr.nl,54478,263377,36,57,17,106,4.114329,2.3986483,0.6022737,0
wrr.nl,54478,263377,36,57,17,106,4.1807184,2.7633684,0.6753028,0.000183
wrr.nl,54478,263377,36,57,17,106,4.1296444,1.9212476,0.43905413,0
horstaandemaas.nl,27400,193170,46,17,11,73,4.475529,2.7446153,1.6016756,0.000122
horstaandemaas.nl,27400,193170,46,17,11,73,4.4748025,2.632258,1.518578,0
horstaandemaas.nl,27400,193170,46,17,11,73,4.472665,2.8538876,1.5444913,0
horstaandemaas.nl,27400,193170,46,17,11,73,4.4685664,2.661573,1.5456499,0.000183
horstaandemaas.nl,27400,193170,46,17,11,73,4.4747725,2.8233109,1.5210823,0
bhic.nl,26354,164073,32,21,10,74,4.9214697,3.251061,1.0278467,0.000122
bhic.nl,26354,164073,32,21,10,74,4.9079733,2.4616845,0.8546202,0
bhic.nl,26354,164073,32,21,10,74,4.8745584,2.6379082,0.9182445,0.000306
bhic.nl,26354,164073,32,21,10,74,4.938346,2.3152823,0.8166455,0
bhic.nl,26354,164073,32,21,10,74,4.8697853,2.354944,0.8270262,0
noordenveld.nl,67680,67380,12,4,3,86,4.1432943,2.7072003,0.29672277,0.000061
noordenveld.nl,67680,67380,12,4,3,86,4.093308,0.81730783,0.2002576,0
noordenveld.nl,67680,67380,12,4,3,86,4.098576,1.0214459,0.2743628,0.000183
noordenveld.nl,67680,67380,12,4,3,86,4.0858126,0.40563917,0.15975863,0
noordenveld.nl,67680,67380,12,4,3,86,4.084073,0.546775,0.15995817,0
rechtspraak.nl/Organisatie-en-contact/Organisatie/Rechtbanken/Rechtbank-Noord-Holland,770,470,0,0,0,0,4.035976,0.19261909,0.032829776,0.000183
rechtspraak.nl/Organisatie-en-contact/Organisatie/Rechtbanken/Rechtbank-Noord-Holland,770,470,0,0,0,0,4.0490456,0.21875513,0.020467296,0
rechtspraak.nl/Organisatie-en-contact/Organisatie/Rechtbanken/Rechtbank-Noord-Holland,770,470,0,0,0,0,4.038341,0.40497327,0.072092354,0
rechtspraak.nl/Organisatie-en-contact/Organisatie/Rechtbanken/Rechtbank-Noord-Holland,770,470,0,0,0,0,4.037688,0.5472232,0.20902249,0.000183
rechtspraak.nl/Organisatie-en-contact/Organisatie/Rechtbanken/Rechtbank-Noord-Holland,770,470,0,0,0,0,4.040719,0.13746357,0.020228386,0
middendelfland.nl,39490,238228,51,24,11,152,4.2826715,1.8496797,0.966962,0.000061
middendelfland.nl,39490,238228,51,24,11,152,4.3815293,1.8560944,0.98245305,0
middendelfland.nl,39490,238228,51,24,11,152,4.3464813,1.8364311,0.9843211,0
middendelfland.nl,39490,238228,51,24,11,152,4.363962,2.4478722,1.0979819,0.000183
middendelfland.nl,39490,238228,51,24,11,152,4.329317,2.0067728,0.99588907,0
stimuleringsfonds.nl,26019,147705,115,9,21,141,4.594394,12.098778,7.525378,0.000183
stimuleringsfonds.nl,26019,147705,115,9,21,141,4.6602383,12.087272,7.602705,0
stimuleringsfonds.nl,26019,147705,115,9,21,141,4.6503963,7.867854,4.6637597,0.000183
stimuleringsfonds.nl,26019,147705,115,9,21,141,4.6578436,11.550957,7.140471,0
stimuleringsfonds.nl,26019,147705,115,9,21,141,4.6271744,12.218605,7.512566,0
achtkarspelen.nl,35298,218088,49,26,6,165,4.3214073,2.6078544,1.1466925,0.000183
achtkarspelen.nl,35298,218088,49,26,6,165,4.5557647,2.4449513,1.1734176,0
achtkarspelen.nl,35298,218088,49,26,6,165,4.296847,2.3336482,1.2041231,0.000122
achtkarspelen.nl,35298,218088,49,26,6,165,4.3257713,2.3521805,1.1106701,0
achtkarspelen.nl,35298,218088,49,26,6,165,4.3453093,2.46035,1.0673803,0
vngoverijssel.nl,26515,26215,22,4,9,21,5.2428594,6.6286154,4.182705,0.000122
vngoverijssel.nl,26515,26215,22,4,9,21,4.751557,3.8055298,2.2101605,0
vngoverijssel.nl,26515,26215,22,4,9,21,4.7708683,4.3950596,2.2548318,0.000184
vngoverijssel.nl,26515,26215,22,4,9,21,4.7484903,4.2033415,2.222626,0
vngoverijssel.nl,26515,26215,22,4,9,21,4.754359,4.687553,2.2658825,0.000061
raadvoorcultuur.nl,51232,243088,25,54,10,87,4.156217,2.421144,0.5534698,0
raadvoorcultuur.nl,51232,243088,25,54,10,87,4.1323977,2.1774385,0.53658843,0.000122
raadvoorcultuur.nl,51232,243088,25,54,10,87,4.168036,3.242498,0.5204111,0
raadvoorcultuur.nl,51232,243088,25,54,10,87,4.1213984,2.2492223,0.51058865,0
raadvoorcultuur.nl,51232,243088,25,54,10,87,4.160582,2.484742,0.61278427,0.000122
haarlemmermeer.nl,4739,4439,10,1,4,5,4.0443554,0.30843365,0.096360326,0
haarlemmermeer.nl,4739,4439,10,1,4,5,4.053825,1.3538878,0.25670427,0
haarlemmermeer.nl,4739,4439,10,1,4,5,4.050888,0.67706156,0.17480417,0.000122
haarlemmermeer.nl,4739,4439,10,1,4,5,4.0509744,0.33461726,0.09673633,0
haarlemmermeer.nl,4739,4439,10,1,4,5,4.08424,0.31708777,0.096656725,0
t-diel.nl,35559,218155,48,26,5,174,4.261612,2.0834763,1.0958306,0.000122
t-diel.nl,35559,218155,48,26,5,174,4.302942,2.452589,1.1661316,0
t-diel.nl,35559,218155,48,26,5,174,4.293524,2.3984432,1.2064062,0.000305
t-diel.nl,35559,218155,48,26,5,174,4.3018055,2.0548885,1.0989821,0
t-diel.nl,35559,218155,48,26,5,174,4.389764,2.5322106,1.1583561,0
rijksoverheid.nl/jenv,6879,26047,26,10,9,55,4.101879,1.5696954,0.38420057,0.000061
rijksoverheid.nl/jenv,6879,26047,26,10,9,55,4.1927705,1.5767524,0.33052868,0
rijksoverheid.nl/jenv,6879,26047,26,10,9,55,4.169155,1.7666738,0.46482015,0.000122
rijksoverheid.nl/jenv,6879,26047,26,10,9,55,4.2115417,2.2624025,0.4126381,0
rijksoverheid.nl/jenv,6879,26047,26,10,9,55,4.1249166,1.3456615,0.31994182,0
enschede.nl,24545,172497,50,24,10,63,4.624883,3.516068,2.0148783,0.000244
enschede.nl,24545,172497,50,24,10,63,4.663989,4.134922,2.0379162,0
enschede.nl,24545,172497,50,24,10,63,4.644048,4.4387283,2.2185528,0.000183
enschede.nl,24545,172497,50,24,10,63,4.726172,4.2615376,2.2726927,0
enschede.nl,24545,172497,50,24,10,63,4.740504,4.517899,2.3738,0
rechtspraak.nl/Organisatie-en-contact/Organisatie/Rechtbanken/Rechtbank-Zeeland-West-Brabant,781,481,0,0,0,0,4.0923576,0.46603584,0.08079293,0.000061
rechtspraak.nl/Organisatie-en-contact/Organisatie/Rechtbanken/Rechtbank-Zeeland-West-Brabant,781,481,0,0,0,0,4.0447145,0.080862045,0.013091326,0
rechtspraak.nl/Organisatie-en-contact/Organisatie/Rechtbanken/Rechtbank-Zeeland-West-Brabant,781,481,0,0,0,0,4.0508127,0.38638425,0.12250054,0.000306
rechtspraak.nl/Organisatie-en-contact/Organisatie/Rechtbanken/Rechtbank-Zeeland-West-Brabant,781,481,0,0,0,0,4.0380054,0.10299456,0.013757333,0
rechtspraak.nl/Organisatie-en-contact/Organisatie/Rechtbanken/Rechtbank-Zeeland-West-Brabant,781,481,0,0,0,0,4.0411296,0.28407574,0.012154087,0
dijkenwaard.nl,0,0,0,0,0,0,4.055258,0.45873797,0.06627241,0.000122
dijkenwaard.nl,0,0,0,0,0,0,4.0539436,0.4897635,0.05247599,0
dijkenwaard.nl,0,0,0,0,0,0,4.0563145,0.15408099,0.054689333,0
dijkenwaard.nl,0,0,0,0,0,0,4.054823,0.8052385,0.16791481,0.000244
dijkenwaard.nl,0,0,0,0,0,0,4.057645,0.19507039,0.041751027,0
geldersarchief.nl,361,61,0,0,0,0,4.0241914,0.3348112,0.21841301,0
geldersarchief.nl,361,61,0,0,0,0,4.0325212,0.17116725,0.021264747,0.000061
geldersarchief.nl,361,61,0,0,0,0,4.031287,0.18574107,0.023578748,0
geldersarchief.nl,361,61,0,0,0,0,4.032442,0.3877536,0.11092928,0.000183
geldersarchief.nl,361,61,0,0,0,0,4.031686,1.7829764,0.056823984,0
ggd.groningen.nl,42172,41872,23,10,7,82,4.5350533,1.165355,0.3642847,0
ggd.groningen.nl,42172,41872,23,10,7,82,4.5612335,1.2122982,0.27107686,0.000061
ggd.groningen.nl,42172,41872,23,10,7,82,4.562363,0.4901917,0.19937152,0
ggd.groningen.nl,42172,41872,23,10,7,82,4.5643067,0.9386883,0.41400588,0.000244
ggd.groningen.nl,42172,41872,23,10,7,82,4.5719576,0.6552837,0.2698669,0
boxtel.nl,16649,98374,32,4,11,156,4.321189,1.4703182,0.49368826,0
boxtel.nl,16649,98374,32,4,11,156,4.262314,1.5765221,0.45389426,0.000061
boxtel.nl,16649,98374,32,4,11,156,4.252809,1.7429934,0.48172185,0
boxtel.nl,16649,98374,32,4,11,156,4.2623363,1.8565406,0.54459023,0.000183
boxtel.nl,16649,98374,32,4,11,156,4.2499857,1.4786539,0.44199172,0
gouda.nl,18563,88346,37,23,13,183,5.4365315,4.0312614,1.959357,0.000122
gouda.nl,18563,88346,37,23,13,183,4.873299,2.064054,0.9085336,0
gouda.nl,18563,88346,37,23,13,183,4.8845167,2.3921375,0.95979166,0.000122
gouda.nl,18563,88346,37,23,13,183,5.050702,2.4439583,0.96306604,0
gouda.nl,18563,88346,37,23,13,183,4.8973126,2.247799,0.8777404,0
rijksvastgoedbedrijf.nl,53044,264058,35,56,19,103,4.15155,2.8970425,0.6854528,0.000184
rijksvastgoedbedrijf.nl,53044,264058,35,56,19,103,4.128947,2.186687,0.5952742,0
rijksvastgoedbedrijf.nl,53044,264058,35,56,19,103,4.1804466,3.0907564,0.72194594,0.000122
rijksvastgoedbedrijf.nl,53044,264058,35,56,19,103,4.228575,2.1998458,0.57020396,0
rijksvastgoedbedrijf.nl,53044,264058,35,56,19,103,4.1688848,2.283391,0.54521525,0
odnhn.nl,12460,54953,68,35,12,99,4.2704873,8.940392,1.520726,0.000061
odnhn.nl,12460,54953,68,35,12,99,4.181916,2.0920753,0.53468645,0
odnhn.nl,12460,54953,68,35,12,99,4.1820664,1.5952463,0.49891275,0
odnhn.nl,12460,54953,68,35,12,99,4.1890664,2.0211668,0.45019978,0.000244
odnhn.nl,12460,54953,68,35,12,99,4.191644,1.5067457,0.5141109,0
architectenregister.nl,121136,580370,30,5,12,310,5.490181,14.887318,6.828962,0.000122
architectenregister.nl,121136,580370,30,5,12,310,4.9940395,10.950426,4.3184276,0
architectenregister.nl,121136,580370,30,5,12,310,5.020045,11.573126,4.535285,0.000122
architectenregister.nl,121136,580370,30,5,12,310,5.0340257,11.613027,4.3736515,0
architectenregister.nl,121136,580370,30,5,12,310,5.01511,11.248484,4.3580165,0.000122
stedebroec.nl,18946,93963,52,19,12,300,5.2552743,2.508683,1.0939026,0
stedebroec.nl,18946,93963,52,19,12,300,5.558508,2.0979114,0.9223679,0.000244
stedebroec.nl,18946,93963,52,19,12,300,5.256585,2.0062847,0.8930991,0
stedebroec.nl,18946,93963,52,19,12,300,5.413349,1.8123107,0.7907764,0.000122
stedebroec.nl,18946,93963,52,19,12,300,5.5199394,2.11664,0.8283838,0
technologybase.nl,7174,54240,50,7,54,191,4.4583683,23.066696,15.011219,0.000244
technologybase.nl,7174,54240,50,7,54,191,4.4560714,22.840094,15.221954,0
technologybase.nl,7174,54240,50,7,54,191,4.405584,22.255041,14.955527,0
technologybase.nl,7174,54240,50,7,54,191,4.426459,22.3619,15.086189,0.000061
technologybase.nl,7174,54240,50,7,54,191,4.4643073,22.665075,15.212675,0
ameland.nl,39184,218461,47,23,8,166,4.2686024,2.5780659,1.2941259,0.000122
ameland.nl,39184,218461,47,23,8,166,4.3556366,2.6014433,1.166041,0
ameland.nl,39184,218461,47,23,8,166,4.3075323,2.5853038,1.13602,0
ameland.nl,39184,218461,47,23,8,166,4.3421245,2.1146863,1.1273973,0.000062
ameland.nl,39184,218461,47,23,8,166,4.338497,2.2086043,1.0966759,0
inspectiebtd.nl,54960,267506,35,57,17,104,4.1483955,2.7455773,0.8298804,0.000122
inspectiebtd.nl,54960,267506,35,57,17,104,4.111812,2.4124956,0.5190729,0
inspectiebtd.nl,54960,267506,35,57,17,104,4.158655,2.110456,0.47902116,0
inspectiebtd.nl,54960,267506,35,57,17,104,4.140229,2.5736413,0.5782304,0.000122
inspectiebtd.nl,54960,267506,35,57,17,104,4.1887126,2.1948428,0.5322466,0
dus-i.nl,59335,294449,39,62,26,132,4.204571,2.8544724,0.9940018,0.000244
dus-i.nl,59335,294449,39,62,26,132,4.142084,2.3411486,0.5348747,0
dus-i.nl,59335,294449,39,62,26,132,4.2875843,2.4612586,0.616585,0
dus-i.nl,59335,294449,39,62,26,132,4.2519813,2.412784,0.5794147,0.000122
dus-i.nl,59335,294449,39,62,26,132,4.1768093,2.5757325,0.7757571,0
heemstede.nl,21866,161837,68,17,4,100,4.2635818,1.5819536,0.53074074,0
heemstede.nl,21866,161837,68,17,4,100,4.221751,1.9608591,0.52503705,0.000244
heemstede.nl,21866,161837,68,17,4,100,4.2269683,1.435406,0.47023955,0
heemstede.nl,21866,161837,68,17,4,100,4.2158475,1.2438154,0.3918162,0
heemstede.nl,21866,161837,68,17,4,100,4.230038,3.5219007,0.49390674,0.000061
gemeentewesterveld.nl,15939,69821,71,41,13,67,4.2956204,1.5260769,0.65071183,0
gemeentewesterveld.nl,15939,69821,71,41,13,67,4.3007193,2.0041513,0.6831986,0.000183
gemeentewesterveld.nl,15939,69821,71,41,13,67,4.26633,1.6676768,0.5185343,0
gemeentewesterveld.nl,15939,69821,71,41,13,67,4.265543,1.2344857,0.5158833,0
gemeentewesterveld.nl,15939,69821,71,41,13,67,4.275158,1.1896089,0.44910982,0.000061
knmi.nl,55374,55074,36,7,83,192,4.8222384,4.350093,2.573342,0
knmi.nl,55374,55074,36,7,83,192,4.179447,2.1814015,0.47003752,0.000061
knmi.nl,55374,55074,36,7,83,192,4.163415,1.1664414,0.27983502,0
knmi.nl,55374,55074,36,7,83,192,4.103603,1.0672404,0.28353876,0
knmi.nl,55374,55074,36,7,83,192,4.1020417,1.5305009,0.35861933,0.000183
meerschap-paterswolde.nl,17560,98496,95,53,29,327,4.9103355,7.518936,4.080703,0
meerschap-paterswolde.nl,17560,98496,95,53,29,327,4.6468754,6.008239,3.009502,0.000122
meerschap-paterswolde.nl,17560,98496,95,53,29,327,4.702392,6.189868,3.4698558,0
meerschap-paterswolde.nl,17560,98496,95,53,29,327,4.9782486,5.7389593,3.1989563,0.000183
meerschap-paterswolde.nl,17560,98496,95,53,29,327,4.7596498,5.9398956,3.4225647,0
odzuidlimburg.nl,34870,74606,94,34,18,186,5.0557203,8.744869,2.8798304,0.000123
odzuidlimburg.nl,34870,74606,94,34,18,186,5.407244,7.0584106,2.6054964,0
odzuidlimburg.nl,34870,74606,94,34,18,186,4.911488,6.8879457,2.5838907,0.000061
odzuidlimburg.nl,34870,74606,94,34,18,186,4.8296227,6.811119,2.6873312,0
odzuidlimburg.nl,34870,74606,94,34,18,186,4.988642,7.2968297,2.797554,0.000244
ipo.nl,24670,135329,39,28,41,206,4.1840243,2.5815778,1.0710895,0
ipo.nl,24670,135329,39,28,41,206,4.2186594,2.7241611,1.0099758,0
ipo.nl,24670,135329,39,28,41,206,4.209935,1.9797738,0.98387575,0.000183
ipo.nl,24670,135329,39,28,41,206,4.202178,1.7878854,0.9273974,0
ipo.nl,24670,135329,39,28,41,206,4.2025523,1.8787862,0.9367187,0
registersocialehygiene.nl,47718,227770,30,51,13,65,4.182863,2.685536,0.5500242,0
registersocialehygiene.nl,47718,227770,30,51,13,65,4.1338525,2.4846082,0.48262852,0
registersocialehygiene.nl,47718,227770,30,51,13,65,4.169618,4.105518,0.61842453,0.000061
registersocialehygiene.nl,47718,227770,30,51,13,65,4.1194277,2.4268947,0.55218047,0
registersocialehygiene.nl,47718,227770,30,51,13,65,4.172708,2.190487,0.49725485,0
adviesraadmigratie.nl,51911,244213,36,57,15,98,4.1382957,2.3751996,0.5441986,0.000122
adviesraadmigratie.nl,51911,244213,36,57,15,98,4.175073,2.499154,0.5404844,0
adviesraadmigratie.nl,51911,244213,36,57,15,98,4.148341,2.099424,0.53929484,0
adviesraadmigratie.nl,51911,244213,36,57,15,98,4.130602,2.0679266,0.5041975,0.000061
adviesraadmigratie.nl,51911,244213,36,57,15,98,4.1895056,2.1234543,0.50315917,0
waarderingskamer.nl,17941,115634,18,8,10,96,4.5036397,2.4740095,1.1418056,0.000244
waarderingskamer.nl,17941,115634,18,8,10,96,4.477782,0.6620399,0.27650517,0
