Language,Benchmark,Runtime (s),RAPL package-0 (J),RAPL package-0-core (J),RAPL psys (J),INA system energy (J)
Rust Tokio (alloc),csv-svg-path,1.92398882,6.89165163,5.48019171,0.12243089,21.18506813
Rust Tokio (alloc),csv-svg-path,1.83875608,6.68460846,5.35417557,0.11752018,21.52495766
Rust Tokio (alloc),csv-svg-path,1.75442147,6.46224594,5.23630905,0.10826164,19.80074120
Rust Tokio (alloc),csv-svg-path,1.91676664,6.85740709,5.43200779,0.12382427,21.19798088
Rust Tokio (alloc),csv-svg-path,1.82147980,6.63098955,5.34530210,0.11394060,21.64959526
Rust Tokio (alloc),csv-svg-path,1.78734827,6.55089569,5.31305122,0.11294191,21.46062088
Rust Tokio (alloc),csv-svg-path,1.75181365,6.51160240,5.28526974,0.10854585,19.93040276
Rust Tokio (alloc),csv-svg-path,1.82873607,6.77717781,5.42033863,0.11205870,21.88662338
Rust Tokio (alloc),csv-svg-path,1.86355913,6.63403845,5.37793732,0.12140971,20.88686180
Rust Tokio (alloc),csv-svg-path,1.81881976,6.57825851,5.34934568,0.11501962,19.24810219
Rust Tokio (alloc),csv-svg-path,1.96976638,7.01159573,5.57765198,0.12520400,22.94697189
Rust Tokio (alloc),csv-svg-path,1.88416934,6.72921753,5.41608620,0.12048191,21.25626183
Rust Tokio (alloc),csv-svg-path,1.94215536,6.76999187,5.45211220,0.12611777,22.65258789
Rust Tokio (alloc),csv-svg-path,1.83620858,6.64652634,5.36974287,0.11487347,19.46701241
Rust Tokio (alloc),csv-svg-path,1.91680956,6.80600548,5.44414949,0.12211461,23.07290459
Rust Tokio (alloc),csv-svg-path,1.90582204,6.73017073,5.40487862,0.12027002,20.93629837
Rust Tokio (alloc),csv-svg-path,1.90841413,6.95586300,5.50594330,0.11846006,21.43166542
Rust Tokio (alloc),csv-svg-path,1.92269921,6.85737705,5.44857979,0.12159678,21.34362411
Rust Tokio (alloc),csv-svg-path,1.89767420,6.74119663,5.40909195,0.11807567,21.16961670
Rust Tokio (alloc),csv-svg-path,1.85564578,6.74563313,5.39763069,0.11640474,21.46351051
Rust Tokio (alloc),csv-svg-path,1.87219739,6.70448732,5.41218901,0.11907952,21.18391800
Rust Tokio (alloc),csv-svg-path,1.82072651,6.67244005,5.37705374,0.11212120,21.77594376
Rust Tokio (alloc),csv-svg-path,1.79945970,6.61720753,5.35575247,0.11446415,21.47021675
Rust Tokio (alloc),csv-svg-path,1.91381526,6.73398399,5.42356873,0.12173277,20.76575851
Rust Tokio (alloc),csv-svg-path,1.93655086,6.87629604,5.49745893,0.12577718,21.10010910
Rust Tokio (alloc),csv-svg-path,1.90863633,6.74285412,5.43078756,0.12291163,22.83751678
Rust Tokio (alloc),csv-svg-path,1.85294652,6.75107193,5.42346811,0.11675238,21.49958611
Rust Tokio (alloc),csv-svg-path,1.86352611,6.71117878,5.41187525,0.11768723,19.19942093
Rust Tokio (alloc),csv-svg-path,1.92081046,6.83445549,5.46139908,0.12247990,23.28450012
Rust Tokio (alloc),send-static-file,1.87502754,6.48710442,5.15257549,0.11720488,19.86635780
Rust Tokio (alloc),send-static-file,1.76283073,6.30778933,5.04701233,0.11038997,19.19195557
Rust Tokio (alloc),send-static-file,1.74822736,6.26482630,5.04178619,0.10786916,19.53056526
Rust Tokio (alloc),send-static-file,1.83880353,6.46065521,5.14390469,0.11428346,21.18112183
Rust Tokio (alloc),send-static-file,1.74871349,6.19689417,4.98412037,0.11121865,19.24844551
Rust Tokio (alloc),send-static-file,1.67339468,6.14208412,4.90547514,0.10261308,20.03936005
Rust Tokio (alloc),send-static-file,1.86526418,6.50924826,5.18526649,0.11833243,20.82131386
Rust Tokio (alloc),send-static-file,1.80678296,6.28806925,5.05969000,0.11557123,20.92587280
Rust Tokio (alloc),send-static-file,1.67854571,6.06929302,4.92157316,0.10399966,17.71764946
Rust Tokio (alloc),send-static-file,1.79686368,6.36002779,5.09099197,0.11316017,21.03735733
Rust Tokio (alloc),send-static-file,1.82083488,6.45992184,5.14639187,0.11413454,21.36949921
Rust Tokio (alloc),send-static-file,1.76218724,6.12469530,4.97444439,0.11174289,18.81810570
Rust Tokio (alloc),send-static-file,1.81402302,6.39510059,5.14839888,0.11405558,20.94417763
Rust Tokio (alloc),send-static-file,1.82291412,6.35423708,5.09674978,0.11404148,18.86578178
Rust Tokio (alloc),send-static-file,1.83095551,6.46215916,5.17470026,0.11483248,20.97640419
Rust Tokio (alloc),send-static-file,1.85292864,6.51013517,5.20288897,0.11559264,21.03086853
Rust Tokio (alloc),send-static-file,1.80958843,6.34459114,5.09298468,0.11461196,21.01460648
Rust Tokio (alloc),send-static-file,1.86044240,6.49629784,5.17804623,0.11602578,21.04868317
Rust Tokio (alloc),send-static-file,1.85332060,6.66775894,5.24087572,0.11613560,21.43641663
Rust Tokio (alloc),send-static-file,1.87343800,6.74341917,5.32582617,0.11588640,19.52544975
Rust Tokio (alloc),send-static-file,1.81914425,6.43368673,5.13599682,0.11257361,21.24752235
Rust Tokio (alloc),send-static-file,1.80528736,6.28953171,5.05745602,0.11193229,20.92854691
Rust Tokio (alloc),send-static-file,1.86595333,6.61695004,5.20198441,0.11594080,21.25758171
Rust Tokio (alloc),send-static-file,1.85741043,6.43532181,5.15942144,0.11601155,18.80410576
Rust Tokio (alloc),send-static-file,1.81096053,6.32831621,5.07545567,0.11453079,20.91840363
Rust Tokio (alloc),send-static-file,1.84517550,6.45392799,5.16641474,0.11656620,20.85722923
Rust Tokio (alloc),send-static-file,1.78246021,6.27871418,5.03349924,0.11234529,19.18811035
Rust Tokio (alloc),send-static-file,1.87519932,6.56122684,5.17721701,0.11903323,20.95980072
Rust Tokio (alloc),send-static-file,1.87111878,6.40863848,5.12280512,0.11958415,20.59209633
Rust Tokio (alloc),send-static-file,1.89572072,6.65899372,5.25846481,0.11609279,23.04810905
Rust Tokio (alloc),send-static-file,1.83783734,6.31220627,5.08552694,0.11710636,18.43284988
Rust Tokio (alloc),send-static-file,1.88101876,6.54899263,5.21412468,0.11888250,23.07439423
Rust Tokio (alloc),send-static-file,1.84308410,6.32562351,5.08879900,0.11995546,18.64221954
Rust Tokio (alloc),send-static-file,1.80986881,6.37483406,5.12097263,0.11320464,20.95160484
Rust Tokio (alloc),send-static-file,1.77664065,6.22643471,5.04029226,0.11225203,19.07351494
Rust Tokio (alloc),send-static-file,1.75209093,6.48295212,5.16774988,0.10603958,21.83615685
Rust Tokio (alloc),send-static-file,1.88329124,6.56280327,5.23221254,0.11799246,20.85158157
Rust Tokio (alloc),send-static-file,1.87459314,6.48915672,5.17367506,0.11965258,20.77338409
Rust Tokio (alloc),send-static-file,1.89661133,6.57599831,5.22328234,0.12096106,20.82776642
Rust Tokio (alloc),send-static-file,1.88337505,6.44511318,5.17214584,0.12092116,20.41393280
Rust Tokio (alloc),send-static-file,1.89683604,6.74469852,5.26342249,0.11601359,21.32736588
Rust Tokio (alloc),send-static-file,1.86623192,6.47159958,5.15837717,0.11813351,20.88208389
Rust Tokio (alloc),send-static-file,1.85914588,6.42394876,5.15089130,0.11976877,20.61350250
Rust Tokio (alloc),send-static-file,1.85498381,6.44184208,5.15044260,0.11580496,20.87094307
Rust Tokio (alloc),send-static-file,1.88554215,6.59197044,5.22430325,0.11991174,21.00380707
Rust Tokio (alloc),send-static-file,1.84822822,6.41776085,5.13163185,0.11572513,20.75802231
Rust Tokio (alloc),send-static-file,1.87758946,6.49611187,5.19285250,0.12033938,20.70552635
Rust Tokio (alloc),send-static-file,1.79927647,6.36701918,5.13012409,0.11361197,19.25179291
Rust Tokio (alloc),send-static-file,1.89111161,6.66858339,5.30072451,0.11713986,21.05635071
Rust Tokio (alloc),send-static-file,1.88962030,6.62047768,5.25881624,0.11795586,22.90276718
Rust Tokio (alloc),send-static-file,1.83629382,6.39693689,5.11228991,0.11731416,18.81060982
Rust Tokio (alloc),send-static-file,1.85405946,6.72856617,5.24959278,0.11496422,21.65384674
Rust Tokio (alloc),send-static-file,1.83335137,6.58587742,5.22323275,0.11339253,21.62837029
Rust Tokio (alloc),send-static-file,1.87018085,6.47834492,5.17733955,0.11563061,20.71877289
Rust Tokio (alloc),send-static-file,1.83725858,6.52017975,5.15699434,0.11504029,21.49638557
Rust Tokio (alloc),send-static-file,1.82674325,6.33609200,5.10717916,0.11862043,18.76518631
Rust Tokio (alloc),send-static-file,1.82586455,6.37158251,5.11702967,0.11802398,20.76675606
Rust Tokio (alloc),send-static-file,1.90072894,6.79999828,5.31370020,0.11949356,21.38290405
Rust Tokio (alloc),send-static-file,1.91172099,6.61123848,5.23773861,0.12005706,22.80075264
Rust Tokio (alloc),send-static-file,1.79673326,6.29401731,5.06445360,0.11108819,18.97509003
Rust Tokio (alloc),send-static-file,1.88051224,6.59492207,5.25421286,0.11882931,21.04405022
Rust Tokio (alloc),send-static-file,1.82859898,6.41454840,5.14081192,0.11456281,20.94936752
Rust Tokio (alloc),send-static-file,1.85501790,6.59290981,5.25145197,0.11531644,21.15213203
Rust Tokio (alloc),send-static-file,1.86608005,6.50260925,5.18500328,0.11569486,20.94485474
Rust Tokio (alloc),send-static-file,1.82801414,6.51193666,5.20947218,0.11402383,21.35666275
Rust Tokio (alloc),send-static-file,1.82820404,6.34500217,5.09794140,0.11334891,18.79382324
Rust Tokio (alloc),send-static-file,1.81193471,6.21680355,5.06058979,0.11323378,20.38541222
Rust Tokio (alloc),send-static-file,1.79174662,6.41390324,5.11590576,0.11134708,19.35900688
Rust Tokio (alloc),send-static-file,1.82784581,6.29956532,5.08589268,0.11579642,20.63821411
Rust Tokio (alloc),send-static-file,1.88476372,6.61643314,5.24329996,0.11790875,21.13019943
Rust Tokio (alloc),send-static-file,1.86757827,6.65684319,5.28727388,0.11524475,21.41092491
Rust Tokio (alloc),send-static-file,1.78560925,6.32851219,5.09630203,0.11132072,21.18247986
Rust Tokio (alloc),send-static-file,1.71088099,6.22189522,5.01747656,0.10563604,19.75358772
Rust Tokio (alloc),send-static-file,1.64594626,5.99066925,4.86427069,0.10199933,17.68218613
Rust Tokio (alloc),send-static-file,1.77535176,6.39265966,5.06440544,0.11129489,19.23206902
Rust Tokio (alloc),send-static-file,1.77719617,6.32312489,5.08741903,0.10864246,19.22877121
Rust Tokio (alloc),send-static-file,1.82836890,6.39557552,5.12539148,0.11536036,20.88727951
Rust Tokio (alloc),send-static-file,1.78902388,6.37049055,5.11098337,0.11120607,19.20762444
Rust Tokio (alloc),send-static-file,1.83036864,6.46012497,5.14320230,0.11386552,21.22745323
Rust Tokio (alloc),send-static-file,1.79302561,6.45557976,5.15642977,0.10888636,19.57546997
Rust Tokio (alloc),send-static-file,1.79249370,6.33358335,5.07811260,0.10950556,21.29516983
Rust Tokio (alloc),send-static-file,1.81039810,6.54731178,5.17859888,0.11167047,21.70065880
Rust Tokio (alloc),send-static-file,1.82094479,6.36953259,5.09047222,0.11510884,18.90055275
Rust Tokio (alloc),send-static-file,1.70448101,6.03439283,4.90976477,0.10762773,19.14002991
Rust Tokio (alloc),send-static-file,1.86602592,6.74469948,5.25611544,0.11539068,21.47620010
Rust Tokio (alloc),send-static-file,1.86560619,6.55428505,5.22417355,0.11606815,21.00820160
Rust Tokio (alloc),send-static-file,1.82370877,6.45413780,5.15837860,0.11457822,21.14561081
Rust Tokio (alloc),send-static-file,1.83040333,6.39592075,5.13349390,0.11484100,18.88364220
Rust Tokio (alloc),send-static-file,1.79595697,6.41271544,5.10652256,0.11183216,21.47647858
Rust Tokio (alloc),send-static-file,1.89880800,6.64547634,5.27488708,0.11946219,20.94883919
Rust Tokio (alloc),send-static-file,1.78963983,6.20585203,5.03566694,0.11192957,20.73777390
Rust Tokio (alloc),send-static-file,1.83975577,6.59594250,5.20472383,0.11396477,19.30442047
Rust Tokio (alloc),send-static-file,1.86148977,6.63106346,5.21706820,0.11619263,21.26556206
Rust Tokio (alloc),send-static-file,1.86127019,6.41969204,5.13115263,0.11998002,20.73470306
Rust Tokio (alloc),send-static-file,1.83504272,6.33714771,5.09391785,0.11751646,20.62534714
Rust Tokio (alloc),send-static-file,1.82251859,6.46468449,5.18260336,0.11191057,21.21023941
Rust Tokio (alloc),send-static-file,1.83204556,6.43364906,5.13266182,0.11512167,21.19320488
Rust Tokio (alloc),send-static-file,1.87102020,6.65806675,5.26765203,0.11506868,21.40477180
Rust Tokio (alloc),send-static-file,1.73443890,6.25190544,5.01059914,0.10716577,19.33646774
Rust Tokio (alloc),send-static-file,1.86649656,6.49399471,5.18661070,0.11709242,20.85035896
Rust Tokio (alloc),varying-allocations,1.72388697,5.97693539,4.78183317,0.11019748,17.69908333
Rust Tokio (alloc),varying-allocations,1.76215482,6.14659977,4.87502050,0.11448939,19.25566483
Rust Tokio (alloc),varying-allocations,1.76379859,6.15936089,4.88547993,0.11220604,21.22147560
Rust Tokio (alloc),varying-allocations,1.79534483,6.28572178,4.94233704,0.11495459,19.07132339
Rust Tokio (alloc),varying-allocations,1.73667121,6.17716122,4.88562584,0.11006035,19.61372757
Rust Tokio (alloc),varying-allocations,1.66319156,5.94234848,4.75400639,0.10246642,19.62010193
Rust Tokio (alloc),varying-allocations,1.60941029,5.76105309,4.66935062,0.09920572,19.46625900
Rust Tokio (alloc),varying-allocations,1.60892546,5.82629681,4.69381332,0.09933521,17.77962494
Rust Tokio (alloc),varying-allocations,1.81718636,6.39976978,4.94423342,0.11779180,21.18852234
Rust Tokio (alloc),varying-allocations,1.78858447,6.16179657,4.89343596,0.11450884,18.95841026
Rust Tokio (alloc),varying-allocations,1.73986173,6.03493547,4.82470655,0.11178216,19.01427269
Rust Tokio (alloc),varying-allocations,1.78554118,6.23371267,4.92577696,0.11480077,19.12010193
Rust Tokio (alloc),varying-allocations,1.63612461,5.76107693,4.68224573,0.10361580,19.29349518
Rust Tokio (alloc),varying-allocations,1.83566284,6.41566467,5.03575134,0.11823888,21.37423706
Rust Tokio (alloc),varying-allocations,1.77359307,6.17250538,4.90997505,0.11358101,19.01646423
Rust Tokio (alloc),varying-allocations,1.80500579,6.29761982,4.98271465,0.11675863,20.99155045
Rust Tokio (alloc),varying-allocations,1.73803294,6.06922817,4.82305431,0.11235936,18.98629189
Rust Tokio (alloc),varying-allocations,1.69098496,5.92920065,4.76093531,0.10514984,19.28915977
Rust Tokio (alloc),varying-allocations,1.81353521,6.22774506,4.92273855,0.11711510,18.78879929
Rust Tokio (alloc),varying-allocations,1.88303447,6.58696461,5.11285305,0.12318540,21.19579124
Rust Tokio (alloc),varying-allocations,1.72860837,6.06017971,4.81909132,0.11189368,21.31564331
Rust Tokio (alloc),varying-allocations,1.76761127,6.16834259,4.89603376,0.11483324,19.18340874
Rust Tokio (alloc),varying-allocations,1.87037539,6.44793606,5.04389906,0.12160962,20.99967384
Rust Tokio (alloc),varying-allocations,1.76662922,6.16585398,4.85731173,0.11063640,19.31016350
Rust Tokio (alloc),varying-allocations,1.81781423,6.28607559,4.95662260,0.11802611,21.06239891
Rust Tokio (alloc),varying-allocations,1.79391074,6.17453575,4.91012812,0.11393870,18.73013687
Rust Tokio (alloc),varying-allocations,1.68642473,6.00108910,4.75082207,0.10625816,19.35981369
Rust Tokio (alloc),varying-allocations,1.80334496,6.25345230,4.93508673,0.11586823,21.15077019
Rust Tokio (alloc),varying-allocations,1.62074542,5.78151369,4.67697239,0.10086194,17.47724152
Rust Tokio (alloc),varying-allocations,1.84487748,6.34864044,4.98303413,0.11913379,20.98276329
Rust Tokio (alloc),varying-allocations,1.67559075,5.87837076,4.72746468,0.10807322,19.25418282
Rust Tokio (alloc),varying-allocations,1.79714751,6.35016441,4.97841644,0.11657481,19.31809998
Rust Tokio (alloc),varying-allocations,1.85857737,6.42615700,5.00940561,0.11971655,21.05201912
Rust Tokio (alloc),varying-allocations,1.75182462,6.22050905,4.88835764,0.11202468,19.24288368
Rust Tokio (alloc),varying-allocations,1.82807326,6.48675585,4.96715736,0.11725692,21.38780785
Rust Tokio (alloc),varying-allocations,1.83840632,6.41515923,4.98250580,0.11856358,21.11933327
Rust Tokio (alloc),varying-allocations,1.76595211,6.22884750,4.88038683,0.11473583,19.09262466
Rust Tokio (alloc),varying-allocations,1.78701532,6.25749397,4.89896154,0.11703604,21.08621597
Rust Tokio (alloc),varying-allocations,1.83481693,6.34514523,4.96942902,0.12099894,20.75074959
Rust Tokio (alloc),varying-allocations,1.74565375,6.13327980,4.85746670,0.11376785,19.03516579
Rust Tokio (alloc),varying-allocations,1.83089912,6.35373020,4.97493744,0.12081435,18.94525528
Rust Tokio (alloc),varying-allocations,1.81858659,6.31307602,4.94543934,0.11923520,20.90476799
Rust Tokio (alloc),varying-allocations,1.78615558,6.19566345,4.90038776,0.11320329,20.74400330
Rust Tokio (alloc),varying-allocations,1.80376697,6.39467096,4.95707798,0.11635073,19.18126488
Rust Tokio (alloc),varying-allocations,1.86677051,6.50874615,5.04400682,0.12160420,21.09987068
Rust Tokio (alloc),varying-allocations,1.82704210,6.39505196,4.98849773,0.11977582,21.01465034
Rust Tokio (alloc),varying-allocations,1.78882158,6.31063938,4.93149900,0.11768018,19.36423683
Rust Tokio (alloc),varying-allocations,1.87441158,6.53345871,5.06669760,0.12484339,21.02370834
Rust Tokio (alloc),varying-allocations,1.72687948,6.04346752,4.80723619,0.11161534,18.97498322
Rust Tokio (alloc),varying-allocations,1.79297090,6.38474655,4.95501995,0.11578421,21.29431725
Rust Tokio (alloc),varying-allocations,1.70497990,6.05994701,4.78880596,0.10633804,19.38913727
Rust Tokio (alloc),varying-allocations,1.76879597,6.16250324,4.85557318,0.11597399,18.99378967
Rust Tokio (alloc),varying-allocations,1.70453501,6.12109661,4.83169556,0.10915189,19.51493263
Rust Tokio (alloc),varying-allocations,1.84290886,6.44633198,5.00440502,0.12160715,21.17378235
Rust Tokio (alloc),varying-allocations,1.78879189,6.25795364,4.92454386,0.11639763,18.98928833
Rust Tokio (alloc),varying-allocations,1.85557127,6.43209505,5.02886486,0.12281489,20.80739403
Rust Tokio (alloc),varying-allocations,1.86597192,6.51608992,5.04866171,0.12399752,21.10129738
Rust Tokio (alloc),varying-allocations,1.77117133,6.15753174,4.86773205,0.11551035,18.86454391
Rust Tokio (alloc),varying-allocations,1.78702605,6.20858669,4.88107634,0.11752387,20.99244690
Rust Tokio (alloc),varying-allocations,1.79861259,6.23998976,4.90442038,0.11752821,18.90923119
Rust Tokio (alloc),varying-allocations,1.79069018,6.24131012,4.89689255,0.11582038,20.73589516
Rust Tokio (alloc),varying-allocations,1.81749773,6.33023119,4.94310379,0.11937299,21.09421539
Rust Tokio (alloc),varying-allocations,1.70834923,5.94477320,4.76162195,0.10732409,18.85186386
Rust Tokio (alloc),varying-allocations,1.75485826,6.10472298,4.84173679,0.11331990,19.01870918
Rust Tokio (alloc),varying-allocations,1.90395892,6.65850163,5.14425707,0.12280076,21.00213051
Rust Tokio (alloc),varying-allocations,1.82788038,6.31989479,4.96046209,0.11933490,20.82565308
Rust Tokio (alloc),varying-allocations,1.80315840,6.34427166,4.95317078,0.11983811,18.96360397
Rust Tokio (alloc),varying-allocations,1.71327066,6.08311272,4.79202461,0.10834718,21.21806526
Rust Tokio (alloc),varying-allocations,1.76380837,6.15531635,4.87174606,0.11226690,19.06520844
Rust Tokio (alloc),varying-allocations,1.80049706,6.26224613,4.90203857,0.11682815,18.96836090
Rust Tokio (alloc),varying-allocations,1.81956935,6.32941628,4.95431471,0.11970705,21.02801132
Rust Tokio (alloc),varying-allocations,1.70971823,6.01053429,4.77766228,0.10626498,19.13066673
Rust Tokio (alloc),varying-allocations,1.72787452,6.05734825,4.81977367,0.10690099,19.09820366
Rust Tokio (alloc),varying-allocations,1.85868669,6.48609781,5.03344297,0.12240086,21.08307266
Rust Tokio (alloc),varying-allocations,1.67839742,5.95308018,4.74293900,0.10821294,19.28041458
Rust Tokio (alloc),varying-allocations,1.84096670,6.43106651,5.01252842,0.12249010,21.05225563
Rust Tokio (alloc),varying-allocations,1.77313566,6.17312908,4.88383627,0.11529706,18.92353058
Rust Tokio (alloc),varying-allocations,1.70301044,6.01707745,4.78326035,0.10752840,19.17390823
Rust Tokio (alloc),varying-allocations,1.75429654,6.23747492,4.87700844,0.11448857,19.26971436
Rust Tokio (alloc),varying-allocations,1.86301208,6.45005417,5.03649950,0.12398217,20.88784027
Rust Tokio (alloc),varying-allocations,1.82896960,6.34631729,4.97439384,0.11913510,20.94870377
Rust Tokio (alloc),varying-allocations,1.78235531,6.20112610,4.90777779,0.11637589,18.75079727
Rust Tokio (alloc),varying-allocations,1.80158353,6.26194048,4.93385410,0.11668940,20.81016922
Rust Tokio (alloc),varying-allocations,1.82548571,6.48401546,5.05511713,0.11924981,19.26743317
Rust Tokio (alloc),varying-allocations,1.75968766,6.17051888,4.86531210,0.11336844,21.13507462
Rust Tokio (alloc),varying-allocations,1.87945163,6.54318571,5.07999945,0.12098166,20.92094803
Rust Tokio (alloc),varying-allocations,1.78611529,6.24132156,4.90991259,0.11436391,19.05657578
Rust Tokio (alloc),varying-allocations,1.81444478,6.37598038,4.97971773,0.11936007,21.19342422
Rust Tokio (alloc),varying-allocations,1.70894432,6.06184483,4.80282307,0.10914490,19.19454956
Rust Tokio (alloc),varying-allocations,1.78186893,6.18367052,4.87095976,0.11711540,18.90791702
Rust Tokio (alloc),varying-allocations,1.76853728,6.22347307,4.90186357,0.11384197,21.18175316
Rust Tokio (alloc),varying-allocations,1.76756740,6.17543316,4.86802292,0.11495593,19.12098694
Rust Tokio (alloc),varying-allocations,1.78117466,6.20604181,4.89061928,0.11584410,18.87790871
Rust Tokio (alloc),varying-allocations,1.71724248,5.97604990,4.75153685,0.11103194,18.99221420
Rust Tokio (alloc),varying-allocations,1.83731425,6.32276344,4.97620296,0.11973943,20.80878448
Rust Tokio (alloc),varying-allocations,1.85576403,6.42567825,5.03244638,0.12152992,20.86954880
Rust Tokio (alloc),varying-allocations,1.86025095,6.58767319,5.05642319,0.12097273,21.42402649
Rust Tokio (alloc),varying-allocations,1.68905139,5.96988869,4.77113390,0.10463066,19.26136780
Rust Tokio (alloc),varying-allocations,1.80982471,6.31869411,4.95935583,0.11692831,18.95168495
Rust Tokio (alloc),varying-allocations,1.85469282,6.47320032,5.03731155,0.11941045,21.09021378
